analysis_set,design,taxon_fraction,repeat,calibration_pairs,test_pairs,test_positives,method,auprc,auroc
carlstrom_phyllosphere_2019,taxon_panel,0.2,11,45,595,85,PLNNetwork,0.14285714285714285,0.5
carlstrom_phyllosphere_2019,taxon_panel,0.2,11,45,595,85,Poisson GLMNet,0.18595238095238092,0.5381084198385236
carlstrom_phyllosphere_2019,taxon_panel,0.2,11,45,595,85,SparCC,0.13191828369642955,0.47014994232987306
carlstrom_phyllosphere_2019,taxon_panel,0.2,11,45,595,85,Mean rank,0.16075071069186486,0.5020069204152249
carlstrom_phyllosphere_2019,taxon_panel,0.2,11,45,595,85,SPIEC-EASI,0.1457703081232493,0.5020069204152249
carlstrom_phyllosphere_2019,distributed_pairs,0.2,11,45,944,119,PLNNetwork,0.1260593220338983,0.5
carlstrom_phyllosphere_2019,distributed_pairs,0.2,11,45,944,119,Poisson GLMNet,0.14632443426865935,0.5217621594092182
carlstrom_phyllosphere_2019,distributed_pairs,0.2,11,45,944,119,SparCC,0.1192446149340073,0.45273236567354225
carlstrom_phyllosphere_2019,distributed_pairs,0.2,11,45,944,119,Mean rank,0.12837078823677073,0.47437738731856377
carlstrom_phyllosphere_2019,distributed_pairs,0.2,11,45,944,119,SPIEC-EASI,0.13618667806105492,0.5042118665648078
carlstrom_phyllosphere_2019,taxon_panel,0.2,12,49,568,81,PLNNetwork,0.1426056338028169,0.5
carlstrom_phyllosphere_2019,taxon_panel,0.2,12,49,568,81,Poisson GLMNet,0.17016509206128402,0.5214845235379115
carlstrom_phyllosphere_2019,taxon_panel,0.2,12,49,568,81,SparCC,0.13823643961088422,0.45694222627829745
carlstrom_phyllosphere_2019,taxon_panel,0.2,12,49,568,81,Mean rank,0.14663940938687364,0.4788957335158567
carlstrom_phyllosphere_2019,taxon_panel,0.2,12,49,568,81,SPIEC-EASI,0.16324986958789778,0.5134737749385251
carlstrom_phyllosphere_2019,distributed_pairs,0.2,12,49,940,118,PLNNetwork,0.125531914893617,0.5
carlstrom_phyllosphere_2019,distributed_pairs,0.2,12,49,940,118,Poisson GLMNet,0.14657342715031352,0.5226555734257082
carlstrom_phyllosphere_2019,distributed_pairs,0.2,12,49,940,118,SparCC,0.12027413840245516,0.4602251639242856
carlstrom_phyllosphere_2019,distributed_pairs,0.2,12,49,940,118,Mean rank,0.12961189018241098,0.48185492185244744
carlstrom_phyllosphere_2019,distributed_pairs,0.2,12,49,940,118,SPIEC-EASI,0.133997475658132,0.5000412388139717
carlstrom_phyllosphere_2019,taxon_panel,0.2,13,45,595,76,PLNNetwork,0.12773109243697478,0.5
carlstrom_phyllosphere_2019,taxon_panel,0.2,13,45,595,76,Poisson GLMNet,0.17953606517186033,0.5484991380184566
carlstrom_phyllosphere_2019,taxon_panel,0.2,13,45,595,76,SparCC,0.13470141374161357,0.4737602677213265
carlstrom_phyllosphere_2019,taxon_panel,0.2,13,45,595,76,Mean rank,0.15770346308097538,0.5130057803468209
carlstrom_phyllosphere_2019,taxon_panel,0.2,13,45,595,76,SPIEC-EASI,0.1445405793896506,0.509304330189636
carlstrom_phyllosphere_2019,distributed_pairs,0.2,13,45,944,119,PLNNetwork,0.1260593220338983,0.5
carlstrom_phyllosphere_2019,distributed_pairs,0.2,13,45,944,119,Poisson GLMNet,0.14632443426865935,0.5217621594092182
carlstrom_phyllosphere_2019,distributed_pairs,0.2,13,45,944,119,SparCC,0.1177698775396876,0.4480061115355233
carlstrom_phyllosphere_2019,distributed_pairs,0.2,13,45,944,119,Mean rank,0.12700593409114985,0.469773363891011
carlstrom_phyllosphere_2019,distributed_pairs,0.2,13,45,944,119,SPIEC-EASI,0.13683693816509654,0.5048230201171378
carlstrom_phyllosphere_2019,taxon_panel,0.2,14,40,621,72,PLNNetwork,0.11594202898550725,0.5
carlstrom_phyllosphere_2019,taxon_panel,0.2,14,40,621,72,Poisson GLMNet,0.13485507246376813,0.5239577008702692
carlstrom_phyllosphere_2019,taxon_panel,0.2,14,40,621,72,SparCC,0.11668870631366003,0.4630641570532281
carlstrom_phyllosphere_2019,taxon_panel,0.2,14,40,621,72,Mean rank,0.1242640462169422,0.4871230520137624
carlstrom_phyllosphere_2019,taxon_panel,0.2,14,40,621,72,SPIEC-EASI,0.14027777777777778,0.5128769479862376
carlstrom_phyllosphere_2019,distributed_pairs,0.2,14,40,949,119,PLNNetwork,0.12539515279241306,0.5
carlstrom_phyllosphere_2019,distributed_pairs,0.2,14,40,949,119,Poisson GLMNet,0.1453772761897603,0.5218183659005771
carlstrom_phyllosphere_2019,distributed_pairs,0.2,14,40,949,119,SparCC,0.11750009439439982,0.44802065404475044
carlstrom_phyllosphere_2019,distributed_pairs,0.2,14,40,949,119,Mean rank,0.12659258237568285,0.4699807633896932
carlstrom_phyllosphere_2019,distributed_pairs,0.2,14,40,949,119,SPIEC-EASI,0.13553925258196006,0.5042624278627114
carlstrom_phyllosphere_2019,taxon_panel,0.2,15,40,621,94,PLNNetwork,0.15136876006441224,0.5
carlstrom_phyllosphere_2019,taxon_panel,0.2,15,40,621,94,Poisson GLMNet,0.20142381815601057,0.5369615244862529
carlstrom_phyllosphere_2019,taxon_panel,0.2,15,40,621,94,SparCC,0.15778170330949906,0.4845169364931971
carlstrom_phyllosphere_2019,taxon_panel,0.2,15,40,621,94,Mean rank,0.1812112248242702,0.5117687431870483
carlstrom_phyllosphere_2019,taxon_panel,0.2,15,40,621,94,SPIEC-EASI,0.165281509869854,0.5075295732568937
carlstrom_phyllosphere_2019,distributed_pairs,0.2,15,40,949,122,PLNNetwork,0.1285563751317176,0.5
carlstrom_phyllosphere_2019,distributed_pairs,0.2,15,40,949,122,Poisson GLMNet,0.14813895609939132,0.5208783475727001
carlstrom_phyllosphere_2019,distributed_pairs,0.2,15,40,949,122,SparCC,0.12188054893258589,0.4564096973060836
carlstrom_phyllosphere_2019,distributed_pairs,0.2,15,40,949,122,Mean rank,0.13069355488898587,0.47690645628084927
carlstrom_phyllosphere_2019,distributed_pairs,0.2,15,40,949,122,SPIEC-EASI,0.139007564970399,0.5045295062144428
carlstrom_phyllosphere_2019,taxon_panel,0.2,16,45,595,53,PLNNetwork,0.08907563025210084,0.5
carlstrom_phyllosphere_2019,taxon_panel,0.2,16,45,595,53,Poisson GLMNet,0.12437070883241805,0.537840284063218
carlstrom_phyllosphere_2019,taxon_panel,0.2,16,45,595,53,SparCC,0.0970585383717841,0.43211724570075893
carlstrom_phyllosphere_2019,taxon_panel,0.2,16,45,595,53,Mean rank,0.11072026679636801,0.4542922787718443
carlstrom_phyllosphere_2019,taxon_panel,0.2,16,45,595,53,SPIEC-EASI,0.10626288251149517,0.5030982385295552
carlstrom_phyllosphere_2019,distributed_pairs,0.2,16,45,944,117,PLNNetwork,0.1239406779661017,0.5
carlstrom_phyllosphere_2019,distributed_pairs,0.2,16,45,944,117,Poisson GLMNet,0.13509385100089483,0.5180241631269442
carlstrom_phyllosphere_2019,distributed_pairs,0.2,16,45,944,117,SparCC,0.10863625525140515,0.45247470519538235
carlstrom_phyllosphere_2019,distributed_pairs,0.2,16,45,944,117,Mean rank,0.1171500581099251,0.4747155303382631
carlstrom_phyllosphere_2019,distributed_pairs,0.2,16,45,944,117,SPIEC-EASI,0.12410235715320461,0.49522008288634645
carlstrom_phyllosphere_2019,taxon_panel,0.2,17,27,670,75,PLNNetwork,0.11194029850746269,0.5
carlstrom_phyllosphere_2019,taxon_panel,0.2,17,27,670,75,Poisson GLMNet,0.1444269609145231,0.5296806722689076
carlstrom_phyllosphere_2019,taxon_panel,0.2,17,27,670,75,SparCC,0.11457507969191771,0.45290756302521007
carlstrom_phyllosphere_2019,taxon_panel,0.2,17,27,670,75,Mean rank,0.12813553664745042,0.4751372549019608
carlstrom_phyllosphere_2019,taxon_panel,0.2,17,27,670,75,SPIEC-EASI,0.1267330016583748,0.5058823529411764
carlstrom_phyllosphere_2019,distributed_pairs,0.2,17,27,962,119,PLNNetwork,0.12370062370062371,0.5
carlstrom_phyllosphere_2019,distributed_pairs,0.2,17,27,962,119,Poisson GLMNet,0.14363508965254837,0.5214868865695744
carlstrom_phyllosphere_2019,distributed_pairs,0.2,17,27,962,119,SparCC,0.11687477113612349,0.4507909925536051
carlstrom_phyllosphere_2019,distributed_pairs,0.2,17,27,962,119,Mean rank,0.12566110159451563,0.47226292652292234
carlstrom_phyllosphere_2019,distributed_pairs,0.2,17,27,962,119,SPIEC-EASI,0.13388744271097214,0.5038129130655821
carlstrom_phyllosphere_2019,taxon_panel,0.2,18,27,670,86,PLNNetwork,0.12835820895522387,0.5
carlstrom_phyllosphere_2019,taxon_panel,0.2,18,27,670,86,Poisson GLMNet,0.14090717508801506,0.503056307741319
carlstrom_phyllosphere_2019,taxon_panel,0.2,18,27,670,86,SparCC,0.1047860737773326,0.4282613889773813
carlstrom_phyllosphere_2019,taxon_panel,0.2,18,27,670,86,Mean rank,0.10828282887386978,0.4415219815227779
carlstrom_phyllosphere_2019,taxon_panel,0.2,18,27,670,86,SPIEC-EASI,0.12880365613791506,0.49555989168525005
carlstrom_phyllosphere_2019,distributed_pairs,0.2,18,27,962,118,PLNNetwork,0.12266112266112267,0.5
carlstrom_phyllosphere_2019,distributed_pairs,0.2,18,27,962,118,Poisson GLMNet,0.142217482117138,0.5183348060085148
carlstrom_phyllosphere_2019,distributed_pairs,0.2,18,27,962,118,SparCC,0.11508235868965594,0.4475560285966744
carlstrom_phyllosphere_2019,distributed_pairs,0.2,18,27,962,118,Mean rank,0.12235039575747801,0.4693951321391276
carlstrom_phyllosphere_2019,distributed_pairs,0.2,18,27,962,118,SPIEC-EASI,0.13296069863866475,0.504508394248534
carlstrom_phyllosphere_2019,taxon_panel,0.2,19,45,595,73,PLNNetwork,0.1226890756302521,0.5
carlstrom_phyllosphere_2019,taxon_panel,0.2,19,45,595,73,Poisson GLMNet,0.14087091228421852,0.5242875137773578
carlstrom_phyllosphere_2019,taxon_panel,0.2,19,45,595,73,SparCC,0.13353882329375333,0.49026400041988133
carlstrom_phyllosphere_2019,taxon_panel,0.2,19,45,595,73,Mean rank,0.14279436668404172,0.5058783393691282
carlstrom_phyllosphere_2019,taxon_panel,0.2,19,45,595,73,SPIEC-EASI,0.13470703349833082,0.4992914501653283
carlstrom_phyllosphere_2019,distributed_pairs,0.2,19,45,944,119,PLNNetwork,0.1260593220338983,0.5
carlstrom_phyllosphere_2019,distributed_pairs,0.2,19,45,944,119,Poisson GLMNet,0.14593191623136093,0.521711229946524
carlstrom_phyllosphere_2019,distributed_pairs,0.2,19,45,944,119,SparCC,0.12069968446922358,0.45885408708938125
carlstrom_phyllosphere_2019,distributed_pairs,0.2,19,45,944,119,Mean rank,0.1298970954786261,0.4803768780239369
carlstrom_phyllosphere_2019,distributed_pairs,0.2,19,45,944,119,SPIEC-EASI,0.13618667806105492,0.5042118665648078
carlstrom_phyllosphere_2019,taxon_panel,0.2,20,49,568,87,PLNNetwork,0.15316901408450703,0.5
carlstrom_phyllosphere_2019,taxon_panel,0.2,20,49,568,87,Poisson GLMNet,0.17997599013869048,0.5271106650416995
carlstrom_phyllosphere_2019,taxon_panel,0.2,20,49,568,87,SparCC,0.1519340684529371,0.46395201567615363
carlstrom_phyllosphere_2019,taxon_panel,0.2,20,49,568,87,Mean rank,0.16466849507166342,0.48175496451358524
carlstrom_phyllosphere_2019,taxon_panel,0.2,20,49,568,87,SPIEC-EASI,0.1668892666342885,0.5043372284751595
carlstrom_phyllosphere_2019,distributed_pairs,0.2,20,49,940,116,PLNNetwork,0.12340425531914893,0.5
carlstrom_phyllosphere_2019,distributed_pairs,0.2,20,49,940,116,Poisson GLMNet,0.13435157432929606,0.5176284733846669
carlstrom_phyllosphere_2019,distributed_pairs,0.2,20,49,940,116,SparCC,0.10868480990648156,0.45428105122196183
carlstrom_phyllosphere_2019,distributed_pairs,0.2,20,49,940,116,Mean rank,0.117022117741345,0.47638726146635424
carlstrom_phyllosphere_2019,distributed_pairs,0.2,20,49,940,116,SPIEC-EASI,0.12466329525207001,0.4995501339136256
carlstrom_phyllosphere_2019,taxon_panel,0.2,21,40,621,53,PLNNetwork,0.0853462157809984,0.5
carlstrom_phyllosphere_2019,taxon_panel,0.2,21,40,621,53,Poisson GLMNet,0.12554266442699585,0.529497741163965
carlstrom_phyllosphere_2019,taxon_panel,0.2,21,40,621,53,SparCC,0.1060877744402934,0.4747874036672868
carlstrom_phyllosphere_2019,taxon_panel,0.2,21,40,621,53,Mean rank,0.1149722516106961,0.49634600053149086
carlstrom_phyllosphere_2019,taxon_panel,0.2,21,40,621,53,SPIEC-EASI,0.10260383435116824,0.5016609088493224
carlstrom_phyllosphere_2019,distributed_pairs,0.2,21,40,949,113,PLNNetwork,0.11907270811380401,0.5
carlstrom_phyllosphere_2019,distributed_pairs,0.2,21,40,949,113,Poisson GLMNet,0.13921538728324578,0.5196045221662362
carlstrom_phyllosphere_2019,distributed_pairs,0.2,21,40,949,113,SparCC,0.11330131535172794,0.4484163949697252
carlstrom_phyllosphere_2019,distributed_pairs,0.2,21,40,949,113,Mean rank,0.12101877072318845,0.4674281238091206
carlstrom_phyllosphere_2019,distributed_pairs,0.2,21,40,949,113,SPIEC-EASI,0.12992328518452897,0.5044141931659398
carlstrom_phyllosphere_2019,taxon_panel,0.2,22,27,670,78,PLNNetwork,0.11641791044776119,0.5
carlstrom_phyllosphere_2019,taxon_panel,0.2,22,27,670,78,Poisson GLMNet,0.13294863688589043,0.5227390852390852
carlstrom_phyllosphere_2019,taxon_panel,0.2,22,27,670,78,SparCC,0.10947222140477532,0.4749436936936937
carlstrom_phyllosphere_2019,taxon_panel,0.2,22,27,670,78,Mean rank,0.1209810822294433,0.496253465003465
carlstrom_phyllosphere_2019,taxon_panel,0.2,22,27,670,78,SPIEC-EASI,0.11813050133945656,0.498007623007623
carlstrom_phyllosphere_2019,distributed_pairs,0.2,22,27,962,119,PLNNetwork,0.12370062370062371,0.5
carlstrom_phyllosphere_2019,distributed_pairs,0.2,22,27,962,119,Poisson GLMNet,0.14257375035591496,0.5174197792996201
carlstrom_phyllosphere_2019,distributed_pairs,0.2,22,27,962,119,SparCC,0.1168702590135554,0.4526052413848102
carlstrom_phyllosphere_2019,distributed_pairs,0.2,22,27,962,119,Mean rank,0.12408532315267583,0.47349900814418294
carlstrom_phyllosphere_2019,distributed_pairs,0.2,22,27,962,119,SPIEC-EASI,0.13453770281501373,0.5044110170758695
carlstrom_phyllosphere_2019,taxon_panel,0.2,23,45,595,88,PLNNetwork,0.14789915966386555,0.5
carlstrom_phyllosphere_2019,taxon_panel,0.2,23,45,595,88,Poisson GLMNet,0.1725296558017146,0.5188721534875381
carlstrom_phyllosphere_2019,taxon_panel,0.2,23,45,595,88,SparCC,0.14333975762276205,0.45721265913573605
carlstrom_phyllosphere_2019,taxon_panel,0.2,23,45,595,88,Mean rank,0.1509093287997655,0.47830374753451677
carlstrom_phyllosphere_2019,taxon_panel,0.2,23,45,595,88,SPIEC-EASI,0.1667207792207792,0.510287789133943
carlstrom_phyllosphere_2019,distributed_pairs,0.2,23,45,944,115,PLNNetwork,0.12182203389830508,0.5
carlstrom_phyllosphere_2019,distributed_pairs,0.2,23,45,944,115,Poisson GLMNet,0.1415329434306704,0.5194419677977659
carlstrom_phyllosphere_2019,distributed_pairs,0.2,23,45,944,115,SparCC,0.11960601966247969,0.4692400482509047
carlstrom_phyllosphere_2019,distributed_pairs,0.2,23,45,944,115,Mean rank,0.12847706026838934,0.48776419992657466
carlstrom_phyllosphere_2019,distributed_pairs,0.2,23,45,944,115,SPIEC-EASI,0.13241218373863917,0.5041065715634342
carlstrom_phyllosphere_2019,taxon_panel,0.2,24,34,646,74,PLNNetwork,0.11455108359133127,0.5
carlstrom_phyllosphere_2019,taxon_panel,0.2,24,34,646,74,Poisson GLMNet,0.17371690278037027,0.5405877905877906
carlstrom_phyllosphere_2019,taxon_panel,0.2,24,34,646,74,SparCC,0.12057782825964497,0.47616235116235117
carlstrom_phyllosphere_2019,taxon_panel,0.2,24,34,646,74,Mean rank,0.13895105202645552,0.5108202608202608
carlstrom_phyllosphere_2019,taxon_panel,0.2,24,34,646,74,SPIEC-EASI,0.12947312637715114,0.5066150066150067
carlstrom_phyllosphere_2019,distributed_pairs,0.2,24,34,955,120,PLNNetwork,0.1256544502617801,0.5
carlstrom_phyllosphere_2019,distributed_pairs,0.2,24,34,955,120,Poisson GLMNet,0.1456436893067977,0.521631736526946
carlstrom_phyllosphere_2019,distributed_pairs,0.2,24,34,955,120,SparCC,0.11880467970923653,0.4526946107784431
carlstrom_phyllosphere_2019,distributed_pairs,0.2,24,34,955,120,Mean rank,0.12777585047862947,0.4740419161676646
carlstrom_phyllosphere_2019,distributed_pairs,0.2,24,34,955,120,SPIEC-EASI,0.13570753344968003,0.5042065868263472
carlstrom_phyllosphere_2019,taxon_panel,0.2,25,40,621,81,PLNNetwork,0.13043478260869565,0.5
carlstrom_phyllosphere_2019,taxon_panel,0.2,25,40,621,81,Poisson GLMNet,0.14960811300585855,0.5261316872427984
carlstrom_phyllosphere_2019,taxon_panel,0.2,25,40,621,81,SparCC,0.12380901075299114,0.4412208504801097
carlstrom_phyllosphere_2019,taxon_panel,0.2,25,40,621,81,Mean rank,0.13302870887002904,0.4690443529949702
carlstrom_phyllosphere_2019,taxon_panel,0.2,25,40,621,81,SPIEC-EASI,0.14735577537509906,0.508527663465935
carlstrom_phyllosphere_2019,distributed_pairs,0.2,25,40,949,118,PLNNetwork,0.12434141201264488,0.5
carlstrom_phyllosphere_2019,distributed_pairs,0.2,25,40,949,118,Poisson GLMNet,0.14386775717210634,0.5186624242795081
carlstrom_phyllosphere_2019,distributed_pairs,0.2,25,40,949,118,SparCC,0.11691942888128398,0.4498358114585246
carlstrom_phyllosphere_2019,distributed_pairs,0.2,25,40,949,118,Mean rank,0.12394203951103655,0.47038487425809217
carlstrom_phyllosphere_2019,distributed_pairs,0.2,25,40,949,118,SPIEC-EASI,0.135254039552275,0.5049868445205898
carlstrom_phyllosphere_2019,taxon_panel,0.2,26,34,646,84,PLNNetwork,0.13003095975232198,0.5
carlstrom_phyllosphere_2019,taxon_panel,0.2,26,34,646,84,Poisson GLMNet,0.13979917203048559,0.497235638027453
carlstrom_phyllosphere_2019,taxon_panel,0.2,26,34,646,84,SparCC,0.12923083669197466,0.45509235722758856
carlstrom_phyllosphere_2019,taxon_panel,0.2,26,34,646,84,Mean rank,0.1292119282543604,0.4548593458735808
carlstrom_phyllosphere_2019,taxon_panel,0.2,26,34,646,84,SPIEC-EASI,0.14224110696910341,0.5031138790035586
carlstrom_phyllosphere_2019,distributed_pairs,0.2,26,34,955,121,PLNNetwork,0.12670157068062826,0.5
carlstrom_phyllosphere_2019,distributed_pairs,0.2,26,34,955,121,Poisson GLMNet,0.14739736041292342,0.5225439483124243
carlstrom_phyllosphere_2019,distributed_pairs,0.2,26,34,955,121,SparCC,0.11948688208392488,0.45026458172305134
carlstrom_phyllosphere_2019,distributed_pairs,0.2,26,34,955,121,Mean rank,0.12898468751937325,0.4720455040925937
carlstrom_phyllosphere_2019,distributed_pairs,0.2,26,34,955,121,SPIEC-EASI,0.13926268876292675,0.5053213627445151
carlstrom_phyllosphere_2019,taxon_panel,0.2,27,19,693,89,PLNNetwork,0.12842712842712842,0.5
carlstrom_phyllosphere_2019,taxon_panel,0.2,27,19,693,89,Poisson GLMNet,0.15709862456033324,0.5259691941364685
carlstrom_phyllosphere_2019,taxon_panel,0.2,27,19,693,89,SparCC,0.12654012853776003,0.4672780712850659
carlstrom_phyllosphere_2019,taxon_panel,0.2,27,19,693,89,Mean rank,0.13991110062101775,0.4870712106555547
carlstrom_phyllosphere_2019,taxon_panel,0.2,27,19,693,89,SPIEC-EASI,0.14426771730142515,0.5063620805119429
carlstrom_phyllosphere_2019,distributed_pairs,0.2,27,19,970,121,PLNNetwork,0.12474226804123711,0.5
carlstrom_phyllosphere_2019,distributed_pairs,0.2,27,19,970,121,Poisson GLMNet,0.14426976100994385,0.5209823905615746
carlstrom_phyllosphere_2019,distributed_pairs,0.2,27,19,970,121,SparCC,0.118707065109772,0.4561029504813635
carlstrom_phyllosphere_2019,distributed_pairs,0.2,27,19,970,121,Mean rank,0.12748684439446661,0.477294629559326
carlstrom_phyllosphere_2019,distributed_pairs,0.2,27,19,970,121,SPIEC-EASI,0.1347348839851183,0.5042393092505524
carlstrom_phyllosphere_2019,taxon_panel,0.2,28,19,693,83,PLNNetwork,0.11976911976911978,0.5
carlstrom_phyllosphere_2019,taxon_panel,0.2,28,19,693,83,Poisson GLMNet,0.14771680795777184,0.5247876752913293
carlstrom_phyllosphere_2019,taxon_panel,0.2,28,19,693,83,SparCC,0.11683435964136742,0.4476594904206992
carlstrom_phyllosphere_2019,taxon_panel,0.2,28,19,693,83,Mean rank,0.12681768735524923,0.47540983606557374
carlstrom_phyllosphere_2019,taxon_panel,0.2,28,19,693,83,SPIEC-EASI,0.13451642066099898,0.5067746395417736
carlstrom_phyllosphere_2019,distributed_pairs,0.2,28,19,970,119,PLNNetwork,0.12268041237113401,0.5
carlstrom_phyllosphere_2019,distributed_pairs,0.2,28,19,970,119,Poisson GLMNet,0.14320107239551588,0.5222526143242255
carlstrom_phyllosphere_2019,distributed_pairs,0.2,28,19,970,119,SparCC,0.11621103964077084,0.45102647404437685
carlstrom_phyllosphere_2019,distributed_pairs,0.2,28,19,970,119,Mean rank,0.12526714435019104,0.47271129368316067
carlstrom_phyllosphere_2019,distributed_pairs,0.2,28,19,970,119,SPIEC-EASI,0.13289295099483092,0.5038955652766394
carlstrom_phyllosphere_2019,taxon_panel,0.2,29,40,621,77,PLNNetwork,0.12399355877616747,0.5
carlstrom_phyllosphere_2019,taxon_panel,0.2,29,40,621,77,Poisson GLMNet,0.1353702658050484,0.5019576012223071
carlstrom_phyllosphere_2019,taxon_panel,0.2,29,40,621,77,SparCC,0.10589774923773998,0.4427282276546982
carlstrom_phyllosphere_2019,taxon_panel,0.2,29,40,621,77,Mean rank,0.10846404684418882,0.44841004583651634
carlstrom_phyllosphere_2019,taxon_panel,0.2,29,40,621,77,SPIEC-EASI,0.12498065541543801,0.4973262032085561
carlstrom_phyllosphere_2019,distributed_pairs,0.2,29,40,949,121,PLNNetwork,0.12750263435194942,0.5
carlstrom_phyllosphere_2019,distributed_pairs,0.2,29,40,949,121,Poisson GLMNet,0.14682481081820647,0.5205713259072943
carlstrom_phyllosphere_2019,distributed_pairs,0.2,29,40,949,121,SparCC,0.12019049582960104,0.4504431668463289
carlstrom_phyllosphere_2019,distributed_pairs,0.2,29,40,949,121,Mean rank,0.1289194501241553,0.4715834231644508
